concept_id,concept_name,domain_id,vocabulary
1633799,AJCC/UICC 8th clinical M1d Category,Measurement,Cancer Modifier
1634082,AJCC/UICC 8th M1a Category,Measurement,Cancer Modifier
1634661,AJCC/UICC 8th M1b Category,Measurement,Cancer Modifier
1633498,AJCC/UICC 8th M1 Category,Measurement,Cancer Modifier
1634975,AJCC/UICC 8th M1c Category,Measurement,Cancer Modifier
1634259,AJCC/UICC 8th M1d Category,Measurement,Cancer Modifier
1635097,AJCC/UICC 8th pathological M1a Category,Measurement,Cancer Modifier
1634712,AJCC/UICC 8th pathological M1b Category,Measurement,Cancer Modifier
1634891,AJCC/UICC 8th pathological M1 Category,Measurement,Cancer Modifier
1634657,AJCC/UICC 8th pathological M1c Category,Measurement,Cancer Modifier
1634526,AJCC/UICC 8th pathological M1d Category,Measurement,Cancer Modifier
1634834,AJCC/UICC 8th post therapy clinical M1a Category,Measurement,Cancer Modifier
1634262,AJCC/UICC 8th post therapy clinical M1b Category,Measurement,Cancer Modifier
1633795,AJCC/UICC 8th post therapy clinical M1 Category,Measurement,Cancer Modifier
1634300,AJCC/UICC 8th post therapy clinical M1c Category,Measurement,Cancer Modifier
1634798,AJCC/UICC 8th post therapy clinical M1d Category,Measurement,Cancer Modifier
1634142,AJCC/UICC 8th post therapy pathological M1a Category,Measurement,Cancer Modifier
1634339,AJCC/UICC 8th post therapy pathological M1b Category,Measurement,Cancer Modifier
1634083,AJCC/UICC 8th post therapy pathological M1 Category,Measurement,Cancer Modifier
1635390,AJCC/UICC 8th post therapy pathological M1c Category,Measurement,Cancer Modifier
1635465,AJCC/UICC 8th post therapy pathological M1d Category,Measurement,Cancer Modifier
1633777,AJCC/UICC clinical M1a Category,Measurement,Cancer Modifier
1635090,AJCC/UICC clinical M1b Category,Measurement,Cancer Modifier
1635085,AJCC/UICC clinical M1 Category,Measurement,Cancer Modifier
1635255,AJCC/UICC clinical M1c Category,Measurement,Cancer Modifier
1634048,AJCC/UICC clinical M1d Category,Measurement,Cancer Modifier
1635100,AJCC/UICC M1a Category,Measurement,Cancer Modifier
1634463,AJCC/UICC M1b Category,Measurement,Cancer Modifier
1635142,AJCC/UICC M1 Category,Measurement,Cancer Modifier
1635519,AJCC/UICC M1c Category,Measurement,Cancer Modifier
1634064,AJCC/UICC M1d Category,Measurement,Cancer Modifier
1634312,AJCC/UICC pathological M1a Category,Measurement,Cancer Modifier
1634093,AJCC/UICC pathological M1b Category,Measurement,Cancer Modifier
1635505,AJCC/UICC pathological M1 Category,Measurement,Cancer Modifier
1635338,AJCC/UICC pathological M1c Category,Measurement,Cancer Modifier
1635373,AJCC/UICC pathological M1d Category,Measurement,Cancer Modifier
1634836,AJCC/UICC post therapy clinical M1a Category,Measurement,Cancer Modifier
1635850,AJCC/UICC post therapy clinical M1b Category,Measurement,Cancer Modifier
1633413,AJCC/UICC post therapy clinical M1 Category,Measurement,Cancer Modifier
1633352,AJCC/UICC post therapy clinical M1c Category,Measurement,Cancer Modifier
1634293,AJCC/UICC post therapy clinical M1d Category,Measurement,Cancer Modifier
1633657,AJCC/UICC post therapy pathological M1a Category,Measurement,Cancer Modifier
1635829,AJCC/UICC post therapy pathological M1b Category,Measurement,Cancer Modifier
1634355,AJCC/UICC post therapy pathological M1 Category,Measurement,Cancer Modifier
1635498,AJCC/UICC post therapy pathological M1c Category,Measurement,Cancer Modifier
1634003,AJCC/UICC post therapy pathological M1d Category,Measurement,Cancer Modifier
