"concept_id","concept_name"
1361298,"darolutamide 300 MG [Nubeqa]"
1361299,"darolutamide Oral Tablet [Nubeqa]"
1361302,"darolutamide 300 MG Oral Tablet [Nubeqa]"
1501768,"lutetium (177Lu) oxodotreotide; parenteral"
1510568,"abiraterone acetate 125 MG"
1510569,"abiraterone acetate 125 MG Oral Tablet"
1510571,"abiraterone acetate 125 MG [Yonsa]"
1510572,"abiraterone Oral Tablet [Yonsa]"
1510575,"abiraterone acetate 125 MG Oral Tablet [Yonsa]"
1592236,"0.5 ML docetaxel 40 MG/ML Injection"
1592237,"docetaxel 40 MG/ML Injection"
1593812,"abiraterone acetate 500 MG"
1593813,"abiraterone acetate 500 MG Oral Tablet"
1593814,"abiraterone acetate 500 MG [Zytiga]"
1593815,"abiraterone acetate 500 MG Oral Tablet [Zytiga]"
1593816,"10 ML docetaxel 20 MG/ML Injection"
1718065,"cabazitaxel Injection"
1718066,"cabazitaxel Injection [Jevtana]"
1718067,"cabazitaxel 40 MG/ML Injection"
1718068,"cabazitaxel 40 MG/ML Injection [Jevtana]"
1718757,"docetaxel Injection"
1718758,"1 ML docetaxel 20 MG/ML Injection"
1718759,"docetaxel Injection [Taxotere]"
1718760,"1 ML docetaxel 20 MG/ML Injection [Taxotere]"
1718761,"docetaxel 20 MG/ML Injection"
1718762,"docetaxel 20 MG/ML Injection [Taxotere]"
1718763,"4 ML docetaxel 20 MG/ML Injection"
1718764,"4 ML docetaxel 20 MG/ML Injection [Taxotere]"
1718787,"docetaxel 10 MG/ML Injection"
1718788,"2 ML docetaxel 10 MG/ML Injection"
1718789,"8 ML docetaxel 20 MG/ML Injection"
1970407,"enzalutamide 40 MG Oral Tablet [Xtandi] Box of 112 by Eurim-Pharm"
1970929,"docetaxel 20 MG Injectable Suspension"
1971005,"olaparib 150 MG Oral Tablet [Lynparza] Box of 112 by Paranova Pack"
1971255,"darolutamide 300 MG Oral Tablet [Nubeqa] Box of 112 by Cc"
1971256,"darolutamide 300 MG Oral Tablet [Nubeqa] Box of 112 by Kohlpharma"
2009713,"4 ML docetaxel 24 MG/ML Injectable Solution [MONOTAXEL] by Dong-a"
2010032,"1 ML docetaxel 24 MG/ML Injectable Solution [MONOTAXEL] by Dong-a"
2027819,"6 ML docetaxel 22.7 MG/ML Injectable Solution"
2027820,"6 ML docetaxel 22.7 MG/ML Injectable Solution [DITAXEL1]"
2027821,"6 ML docetaxel 22.7 MG/ML Injectable Solution [DITAXEL1] by Boryung"
2028541,"4.5 ML docetaxel 34.9 MG/ML Injectable Solution [DITAXEL]"
2028542,"4.5 ML docetaxel 34.9 MG/ML Injectable Solution [DITAXEL] by Boryung"
2028543,"4.5 ML docetaxel 34.9 MG/ML Injectable Solution"
2028544,"4.07 ML docetaxel 34.9 MG/ML Injectable Solution"
2028545,"4.07 ML docetaxel 34.9 MG/ML Injectable Solution [NEWTAXEL A]"
2028546,"4.07 ML docetaxel 34.9 MG/ML Injectable Solution [NEWTAXEL A] by Korea United Pharm"
2028625,"4 ML docetaxel 24 MG/ML Injectable Solution [MONOTAXEL]"
2028626,"4 ML docetaxel 24 MG/ML Injectable Solution"
2028627,"4 ML docetaxel 24 MG/ML Injectable Solution by CJ"
2028628,"4 ML docetaxel 24 MG/ML Injectable Solution by Myungmoon"
2028629,"4 ML docetaxel 24 MG/ML Injectable Solution [BELOTAXEL1]"
2028631,"4 ML docetaxel 24 MG/ML Injectable Solution [BELOTAXEL1] by Chongkundang"
2028632,"4 ML docetaxel 24 MG/ML Injectable Solution [DITAXEL1]"
2028633,"4 ML docetaxel 24 MG/ML Injectable Solution [DITAXEL1] by Boryung"
2028634,"4 ML docetaxel 24 MG/ML Injectable Solution [TAXOTERE 1] by Sanofi"
2028635,"4 ML docetaxel 24 MG/ML Injectable Solution [TAXOTERE 1]"
2028636,"4 ML docetaxel 24 MG/ML Injectable Solution [TAXOZEN 1]"
2028637,"4 ML docetaxel 24 MG/ML Injectable Solution [TAXOZEN 1] by Ildong"
2028638,"4 ML docetaxel 20 MG/ML Injectable Solution [TAXOZEN 1]"
2028639,"4 ML docetaxel 20 MG/ML Injectable Solution [TAXOZEN 1] by Ildong"
2028697,"3.44 ML docetaxel 40 MG/ML Injectable Solution [TAXELO]"
2028698,"3.44 ML docetaxel 40 MG/ML Injectable Solution [TAXELO] by Jeil"
2028699,"3.44 ML docetaxel 40 MG/ML Injectable Solution"
2028700,"3.4 ML docetaxel 40 MG/ML Injectable Solution [DITAXEL]"
2028701,"3.4 ML docetaxel 40 MG/ML Injectable Solution [DITAXEL] by Boryung"
2028702,"3.4 ML docetaxel 40 MG/ML Injectable Solution"
2028703,"3.4 ML docetaxel 34.9 MG/ML Injectable Solution [DITAXEL]"
2028704,"3.4 ML docetaxel 34.9 MG/ML Injectable Solution [DITAXEL] by Boryung"
2028706,"3.4 ML docetaxel 34.9 MG/ML Injectable Solution"
2028707,"3.4 ML docetaxel 27.8 MG/ML Injectable Solution [DOXOTEL]"
2028708,"3.4 ML docetaxel 27.8 MG/ML Injectable Solution [DOXOTEL] by Yuhan"
2028709,"3.4 ML docetaxel 27.8 MG/ML Injectable Solution"
2029058,"2.36 ML docetaxel 40 MG/ML Injectable Solution [TAXELO]"
2029059,"2.36 ML docetaxel 40 MG/ML Injectable Solution [TAXELO] by Jeil"
2029060,"2.36 ML docetaxel 40 MG/ML Injectable Solution [DITAXEL]"
2029061,"2.36 ML docetaxel 40 MG/ML Injectable Solution [DITAXEL] by Boryung"
2029062,"2.36 ML docetaxel 40 MG/ML Injectable Solution [TAXOZEN]"
2029063,"2.36 ML docetaxel 40 MG/ML Injectable Solution [TAXOZEN] by Ildong"
2029064,"2.36 ML docetaxel 40 MG/ML Injectable Solution [PACANCER]"
2029065,"2.36 ML docetaxel 40 MG/ML Injectable Solution [PACANCER] by Shinpoong"
2029066,"2.36 ML docetaxel 40 MG/ML Injectable Solution [DOTAXEL]"
2029068,"2.36 ML docetaxel 40 MG/ML Injectable Solution [DOTAXEL] by Kwangdong"
2029069,"2.36 ML docetaxel 40 MG/ML Injectable Solution [DOCEL]"
2029070,"2.36 ML docetaxel 40 MG/ML Injectable Solution [DOCEL] by Hanmi"
2029071,"2.36 ML docetaxel 40 MG/ML Injectable Solution"
2029072,"2.36 ML docetaxel 40 MG/ML Injectable Solution by Dongkwang"
2029073,"2.36 ML docetaxel 40 MG/ML Injectable Solution by Yungjin"
2029074,"2.36 ML docetaxel 40 MG/ML Injectable Solution [NEWTAXEL A]"
2029075,"2.36 ML docetaxel 40 MG/ML Injectable Solution [NEWTAXEL A] by Korea United Pharm"
2029076,"2.36 ML docetaxel 40 MG/ML Injectable Solution [TAXEDA]"
2029077,"2.36 ML docetaxel 40 MG/ML Injectable Solution [TAXEDA] by Daewoong"
2029078,"2.36 ML docetaxel 33.9 MG/ML Injectable Solution [DITAXEL]"
2029079,"2.36 ML docetaxel 33.9 MG/ML Injectable Solution [DITAXEL] by Boryung"
2029080,"2.36 ML docetaxel 33.9 MG/ML Injectable Solution [BELOTAXEL]"
2029081,"2.36 ML docetaxel 33.9 MG/ML Injectable Solution [BELOTAXEL] by Chongkundang"
2029082,"2.36 ML docetaxel 33.9 MG/ML Injectable Solution [Taxotere] by Sanofi"
2029083,"2.36 ML docetaxel 33.9 MG/ML Injectable Solution [Taxotere]"
2029084,"2.36 ML docetaxel 33.9 MG/ML Injectable Solution by Yungjin"
2029085,"2.36 ML docetaxel 33.9 MG/ML Injectable Solution [NEWTAXEL A]"
2029086,"2.36 ML docetaxel 33.9 MG/ML Injectable Solution [NEWTAXEL A] by Korea United Pharm"
2029632,"2 ML docetaxel 47.2 MG/ML Injectable Solution [BELOTAXEL]"
2029633,"2 ML docetaxel 47.2 MG/ML Injectable Solution [BELOTAXEL] by Chongkundang"
2029634,"2 ML docetaxel 47.2 MG/ML Injectable Solution [Taxotere] by Sanofi"
2029635,"2 ML docetaxel 47.2 MG/ML Injectable Solution [Taxotere]"
2029636,"2 ML docetaxel 47.2 MG/ML Injectable Solution"
2029637,"2 ML docetaxel 47.2 MG/ML Injectable Solution [NANOCELL]"
2029638,"2 ML docetaxel 47.2 MG/ML Injectable Solution [NANOCELL] by Samyang"
2029639,"2 ML docetaxel 47.2 MG/ML Injectable Solution [NANOXEL]"
2029640,"2 ML docetaxel 47.2 MG/ML Injectable Solution [NANOXEL] by Samyang"
2030064,"1.14 ML docetaxel 37.8 MG/ML Injectable Solution [DITAXEL]"
2030065,"1.14 ML docetaxel 37.8 MG/ML Injectable Solution [DITAXEL] by Boryung"
2030066,"1.14 ML docetaxel 37.8 MG/ML Injectable Solution"
2032143,"1 ML docetaxel 24 MG/ML Injectable Solution [MONOTAXEL]"
2032144,"1 ML docetaxel 24 MG/ML Injectable Solution"
2032145,"1 ML docetaxel 24 MG/ML Injectable Solution by CJ"
2032146,"1 ML docetaxel 24 MG/ML Injectable Solution by Myungmoon"
2032147,"1 ML docetaxel 24 MG/ML Injectable Solution [BELOTAXEL1]"
2032148,"1 ML docetaxel 24 MG/ML Injectable Solution [BELOTAXEL1] by Chongkundang"
2032149,"1 ML docetaxel 24 MG/ML Injectable Solution [DITAXEL1]"
2032150,"1 ML docetaxel 24 MG/ML Injectable Solution [DITAXEL1] by Boryung"
2032151,"1 ML docetaxel 24 MG/ML Injectable Solution [TAXOTERE 1] by Sanofi"
2032152,"1 ML docetaxel 24 MG/ML Injectable Solution [TAXOTERE 1]"
2032153,"1 ML docetaxel 24 MG/ML Injectable Solution [TAXOZEN 1]"
2032154,"1 ML docetaxel 24 MG/ML Injectable Solution [TAXOZEN 1] by Ildong"
2033269,"0.89 ML docetaxel 27.8 MG/ML Injectable Solution [DOXOTEL]"
2033270,"0.89 ML docetaxel 27.8 MG/ML Injectable Solution [DOXOTEL] by Yuhan"
2033271,"0.89 ML docetaxel 27.8 MG/ML Injectable Solution"
2033452,"0.61 ML docetaxel 40 MG/ML Injectable Solution [TAXELO]"
2033454,"0.61 ML docetaxel 40 MG/ML Injectable Solution [TAXELO] by Jeil"
2033455,"0.61 ML docetaxel 40 MG/ML Injectable Solution [DITAXEL]"
2033456,"0.61 ML docetaxel 40 MG/ML Injectable Solution [DITAXEL] by Boryung"
2033457,"0.61 ML docetaxel 40 MG/ML Injectable Solution [BELOTAXEL]"
2033458,"0.61 ML docetaxel 40 MG/ML Injectable Solution [BELOTAXEL] by Chongkundang"
2033459,"0.61 ML docetaxel 40 MG/ML Injectable Solution [TAXOZEN]"
2033460,"0.61 ML docetaxel 40 MG/ML Injectable Solution [TAXOZEN] by Ildong"
2033461,"0.61 ML docetaxel 40 MG/ML Injectable Solution [PACANCER]"
2033462,"0.61 ML docetaxel 40 MG/ML Injectable Solution [PACANCER] by Shinpoong"
2033463,"0.61 ML docetaxel 40 MG/ML Injectable Solution [DOTAXEL]"
2033464,"0.61 ML docetaxel 40 MG/ML Injectable Solution [DOTAXEL] by Kwangdong"
2033465,"0.61 ML docetaxel 40 MG/ML Injectable Solution [DOCEL]"
2033466,"0.61 ML docetaxel 40 MG/ML Injectable Solution [DOCEL] by Hanmi"
2033467,"0.61 ML docetaxel 40 MG/ML Injectable Solution"
2033468,"0.61 ML docetaxel 40 MG/ML Injectable Solution by Dongkwang"
2033469,"0.61 ML docetaxel 40 MG/ML Injectable Solution by Yungjin"
2033470,"0.61 ML docetaxel 40 MG/ML Injectable Solution [NANOCELL]"
2033471,"0.61 ML docetaxel 40 MG/ML Injectable Solution [NANOCELL] by Samyang"
2033472,"0.61 ML docetaxel 40 MG/ML Injectable Solution [NANOXEL]"
2033473,"0.61 ML docetaxel 40 MG/ML Injectable Solution [NANOXEL] by Samyang"
2033474,"0.61 ML docetaxel 40 MG/ML Injectable Solution [NEWTAXEL A]"
2033475,"0.61 ML docetaxel 40 MG/ML Injectable Solution [NEWTAXEL A] by Korea United Pharm"
2033476,"0.61 ML docetaxel 40 MG/ML Injectable Solution [TAXEDA]"
2033477,"0.61 ML docetaxel 40 MG/ML Injectable Solution [TAXEDA] by Daewoong"
2033478,"0.61 ML docetaxel 32.8 MG/ML Injectable Solution [DITAXEL]"
2033479,"0.61 ML docetaxel 32.8 MG/ML Injectable Solution [DITAXEL] by Boryung"
2033480,"0.61 ML docetaxel 32.8 MG/ML Injectable Solution [BELOTAXEL]"
2033481,"0.61 ML docetaxel 32.8 MG/ML Injectable Solution [BELOTAXEL] by Chongkundang"
2033482,"0.61 ML docetaxel 32.8 MG/ML Injectable Solution [Taxotere] by Sanofi"
2033483,"0.61 ML docetaxel 32.8 MG/ML Injectable Solution [Taxotere]"
2033484,"0.61 ML docetaxel 32.8 MG/ML Injectable Solution [NEWTAXEL A]"
2033485,"0.61 ML docetaxel 32.8 MG/ML Injectable Solution [NEWTAXEL A] by Korea United Pharm"
2033540,"0.590 ML docetaxel 40 MG/ML Injectable Solution [Taxotere] by Sanofi"
2033541,"0.590 ML docetaxel 40 MG/ML Injectable Solution [Taxotere]"
2033542,"0.590 ML docetaxel 40 MG/ML Injectable Solution"
2065149,"docetaxel 40 MG/ML Injectable Solution [TAXELO]"
2065150,"docetaxel 40 MG/ML Injectable Solution [DITAXEL]"
2065152,"docetaxel 40 MG/ML Injectable Solution [BELOTAXEL]"
2065153,"docetaxel 40 MG/ML Injectable Solution [TAXOZEN]"
2065154,"docetaxel 40 MG/ML Injectable Solution [PACANCER]"
2065155,"docetaxel 40 MG/ML Injectable Solution [DOTAXEL]"
2065156,"docetaxel 40 MG/ML Injectable Solution [DOCEL]"
2065157,"docetaxel 40 MG/ML Injectable Solution [NANOCELL]"
2065158,"docetaxel 40 MG/ML Injectable Solution [NANOXEL]"
2065159,"docetaxel 40 MG/ML Injectable Solution [NEWTAXEL A]"
2065160,"docetaxel 40 MG/ML Injectable Solution [TAXEDA]"
2065161,"docetaxel 40 MG/ML [TAXELO]"
2065162,"docetaxel 40 MG/ML [DITAXEL]"
2065163,"docetaxel 40 MG/ML [BELOTAXEL]"
2065164,"docetaxel 40 MG/ML [TAXOZEN]"
2065165,"docetaxel 40 MG/ML [PACANCER]"
2065166,"docetaxel 40 MG/ML [DOTAXEL]"
2065167,"docetaxel 40 MG/ML [DOCEL]"
2065168,"docetaxel 40 MG/ML [NANOCELL]"
2065169,"docetaxel 40 MG/ML [NANOXEL]"
2065170,"docetaxel 40 MG/ML [NEWTAXEL A]"
2065171,"docetaxel 40 MG/ML [TAXEDA]"
2065172,"docetaxel 34.9 MG/ML Injectable Solution [DITAXEL]"
2065173,"docetaxel 34.9 MG/ML Injectable Solution [NEWTAXEL A]"
2065174,"docetaxel 34.9 MG/ML [DITAXEL]"
2065175,"docetaxel 34.9 MG/ML [NEWTAXEL A]"
2065177,"docetaxel 33.9 MG/ML Injectable Solution [DITAXEL]"
2065178,"docetaxel 33.9 MG/ML Injectable Solution [BELOTAXEL]"
2065179,"docetaxel 33.9 MG/ML Injectable Solution [Taxotere]"
2065180,"docetaxel 33.9 MG/ML Injectable Solution [NEWTAXEL A]"
2065181,"docetaxel 33.9 MG/ML [DITAXEL]"
2065182,"docetaxel 33.9 MG/ML [BELOTAXEL]"
2065183,"docetaxel 33.9 MG/ML [Taxotere]"
2065184,"docetaxel 33.9 MG/ML [NEWTAXEL A]"
2065185,"docetaxel 32.8 MG/ML Injectable Solution [DITAXEL]"
2065186,"docetaxel 32.8 MG/ML Injectable Solution [BELOTAXEL]"
2065187,"docetaxel 32.8 MG/ML Injectable Solution [Taxotere]"
2065188,"docetaxel 32.8 MG/ML Injectable Solution [NEWTAXEL A]"
2065189,"docetaxel 32.8 MG/ML [DITAXEL]"
2065190,"docetaxel 32.8 MG/ML [BELOTAXEL]"
2065191,"docetaxel 32.8 MG/ML [Taxotere]"
2065192,"docetaxel 32.8 MG/ML [NEWTAXEL A]"
2065193,"docetaxel 27.8 MG/ML Injectable Solution [DOXOTEL]"
2065194,"docetaxel 27.8 MG/ML [DOXOTEL]"
2065195,"docetaxel 24 MG/ML Injectable Solution [MONOTAXEL]"
2065196,"docetaxel 24 MG/ML Injectable Solution [BELOTAXEL1]"
2065197,"docetaxel 24 MG/ML Injectable Solution [DITAXEL1]"
2065198,"docetaxel 24 MG/ML Injectable Solution [TAXOTERE 1]"
2065199,"docetaxel 24 MG/ML Injectable Solution [TAXOZEN 1]"
2065200,"docetaxel 24 MG/ML [MONOTAXEL]"
2065201,"docetaxel 24 MG/ML [BELOTAXEL1]"
2065202,"docetaxel 24 MG/ML [DITAXEL1]"
2065203,"docetaxel 24 MG/ML [TAXOTERE 1]"
2065204,"docetaxel 24 MG/ML [TAXOZEN 1]"
2065205,"docetaxel 20 MG/ML Injectable Solution [TAXOZEN 1]"
2065206,"docetaxel 20 MG/ML [TAXOZEN 1]"
2065207,"docetaxel 94.4 MG Injection [NANOXEL M]"
2065208,"docetaxel 94.4 MG Injection [NANOXEL M] by Samyang"
2065209,"docetaxel 94.4 MG Injection"
2065210,"docetaxel 94.4 MG [NANOXEL M]"
2065211,"docetaxel 94.4 MG"
2065212,"docetaxel 23.6 MG Injection [NANOXEL M]"
2065213,"docetaxel 23.6 MG Injection [NANOXEL M] by Samyang"
2065214,"docetaxel 23.6 MG Injection"
2065215,"docetaxel 23.6 MG [NANOXEL M]"
2065216,"docetaxel 23.6 MG"
2065217,"docetaxel 47.2 MG/ML Injectable Solution [BELOTAXEL]"
2065218,"docetaxel 47.2 MG/ML Injectable Solution [Taxotere]"
2065219,"docetaxel 47.2 MG/ML Injectable Solution"
2065220,"docetaxel 47.2 MG/ML Injectable Solution [NANOCELL]"
2065221,"docetaxel 47.2 MG/ML Injectable Solution [NANOXEL]"
2065222,"docetaxel 47.2 MG/ML [BELOTAXEL]"
2065223,"docetaxel 47.2 MG/ML [Taxotere]"
2065224,"docetaxel 47.2 MG/ML"
2065225,"docetaxel 47.2 MG/ML [NANOCELL]"
2065226,"docetaxel 47.2 MG/ML [NANOXEL]"
2065227,"docetaxel 37.8 MG/ML Injectable Solution [DITAXEL]"
2065228,"docetaxel 37.8 MG/ML Injectable Solution"
2065229,"docetaxel 37.8 MG/ML [DITAXEL]"
2065230,"docetaxel 37.8 MG/ML"
2065231,"docetaxel 22.7 MG/ML Injectable Solution"
2065232,"docetaxel 22.7 MG/ML Injectable Solution [DITAXEL1]"
2065233,"docetaxel 22.7 MG/ML"
2065234,"docetaxel 22.7 MG/ML [DITAXEL1]"
2065235,"docetaxel Injectable Solution [BELOTAXEL1]"
2065236,"docetaxel Injectable Solution [DITAXEL1]"
2065237,"docetaxel Injectable Solution [NANOCELL]"
2065238,"docetaxel Injectable Solution [NANOXEL]"
2065239,"docetaxel Injectable Solution [NEWTAXEL A]"
2065240,"docetaxel Injectable Solution [TAXEDA]"
2065241,"docetaxel Injectable Solution [TAXOTERE 1]"
2065242,"docetaxel Injectable Solution [TAXOZEN 1]"
2903718,"cabazitaxel 10 MG/ML Injection"
2904469,"1 ML docetaxel 20 MG/ML Injection by Kabi"
2904470,"1 ML docetaxel 20 MG/ML Injection by Winthrop"
2904471,"1 ML docetaxel 20 MG/ML Injection by Sanofi"
2904472,"1 ML docetaxel 20 MG/ML Injection by Wockhardt"
2906845,"4 ML docetaxel 20 MG/ML Injection by Kabi"
2906846,"4 ML docetaxel 20 MG/ML Injection by Winthrop"
2906847,"4 ML docetaxel 20 MG/ML Injection by Sanofi"
2906848,"4 ML docetaxel 20 MG/ML Injection by Wockhardt"
2908523,"6 ML cabazitaxel 10 MG/ML Injection by Ever"
2908524,"6 ML cabazitaxel 10 MG/ML Injection"
2908525,"6 ML cabazitaxel 10 MG/ML Injectable Solution by Ever"
2908692,"8 ML docetaxel 20 MG/ML Injection by Kabi"
2908693,"8 ML docetaxel 20 MG/ML Injection by Winthrop"
2908694,"8 ML docetaxel 20 MG/ML Injection by Dakota"
2908695,"8 ML docetaxel 20 MG/ML Injection by Sanofi"
2908696,"8 ML docetaxel 20 MG/ML Injection by Wockhardt"
2921739,"darolutamide 300 MG Oral Tablet [Nubeqa] Box of 120"
2921740,"darolutamide 300 MG Oral Tablet Box of 120"
2926526,"docetaxel 20 MG/ML Injection by Kabi"
2926527,"docetaxel 20 MG/ML Injection by Actavis"
2926528,"docetaxel 20 MG/ML Injection by Winthrop"
2926529,"docetaxel 20 MG/ML Injection by Sanofi"
2926530,"docetaxel 20 MG/ML Injection by Wockhardt"
2937557,"apalutamide 60 MG Oral Tablet Box of 120 by Janssen"
2937558,"apalutamide 60 MG Oral Tablet by Janssen"
2937559,"apalutamide 60 MG Oral Tablet [Erlyand] Box of 120"
2937560,"apalutamide 60 MG Oral Tablet [Erlyand]"
2937561,"apalutamide 60 MG [Erlyand]"
2937562,"apalutamide Oral Tablet [Erlyand]"
19044664,"docetaxel 40 MG/ML [Taxotere]"
19083462,"docetaxel 40 MG/ML"
19104433,"docetaxel 13.3 MG/ML Injectable Solution"
19112195,"docetaxel 13.3 MG/ML"
21027236,"enzalutamide 40 MG Oral Capsule [Xtandi] by Astellas"
21028242,"1 ML docetaxel 20 MG/ML Injection Box of 1"
21028243,"1 ML docetaxel 20 MG/ML Injection [Taxceus]"
21028747,"2 ML docetaxel 10 MG/ML Injection by A A H"
21029037,"7 ML docetaxel 20 MG/ML Injection by A A H"
21029038,"7 ML docetaxel 20 MG/ML Injection [Taxceus]"
21029232,"16 ML docetaxel 10 MG/ML Injection Box of 1 by Hospira"
21029792,"1.5 ML cabazitaxel 40 MG/ML Injection [Jevtana] by Sanofi"
21038060,"1 ML docetaxel 20 MG/ML Injection [Taxotere] Box of 1"
21038556,"2 ML docetaxel 40 MG/ML Injection by TEVA"
21038689,"4 ML docetaxel 20 MG/ML Injection by Actavis"
21038690,"4 ML docetaxel 20 MG/ML Injection Box of 1 by Actavis"
21038851,"8 ML docetaxel 20 MG/ML Injection Box of 1"
21038852,"8 ML docetaxel 20 MG/ML Injection [Taxotere] Box of 1"
21038853,"8 ML docetaxel 10 MG/ML Injection by TEVA"
21039099,"16 ML docetaxel 10 MG/ML Injection by A A H"
21039634,"1.5 ML cabazitaxel 40 MG/ML Injection Box of 1"
21040198,"0.72 ML docetaxel 27.8 MG/ML Injection by TEVA"
21040199,"0.72 ML docetaxel 27.8 MG/ML Injection Box of 1"
21046942,"enzalutamide 40 MG Oral Capsule Box of 112"
21046943,"enzalutamide 40 MG Oral Capsule [Xtandi] Box of 112"
21046944,"enzalutamide 40 MG Oral Capsule [Xtandi] Box of 112 by Astellas"
21048490,"4 ML docetaxel 20 MG/ML Injection by Accord"
21048491,"4 ML docetaxel 20 MG/ML Injection by A A H"
21048492,"4 ML docetaxel 20 MG/ML Injection [Taxotere] Box of 1 by Sanofi"
21049997,"2.88 ML docetaxel 27.8 MG/ML Injection by A A H"
21049998,"2.88 ML docetaxel 27.8 MG/ML Injection by TEVA"
21049999,"2.88 ML docetaxel 27.8 MG/ML Injection Box of 1 by A A H"
21051085,"abiraterone 250 MG Oral Tablet [Zytiga] by Janssen"
21051086,"abiraterone 250 MG Oral Tablet [Zytiga] Box of 120 by Janssen"
21057676,"1 ML docetaxel 20 MG/ML Injection [Taxceus] by Medac"
